City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
213,Evensk,RU,2022-11-10 03:41:21,61.95,159.2333,6.21,85,83,8.37
214,Porto Walter,BR,2022-11-10 03:41:22,-8.2686,-72.7439,76.55,66,17,2.66
215,Saint-Francois,FR,2022-11-10 03:41:22,46.4154,3.9054,48.67,100,100,1.14
216,Hofn,IS,2022-11-10 03:41:22,64.2539,-15.2082,43.74,94,100,17.96
217,Umm Kaddadah,SD,2022-11-10 03:41:22,13.6017,26.6876,67.44,29,0,11.3
218,Bambui,BR,2022-11-10 03:41:23,-20.0064,-45.9769,64.06,81,54,2.1
219,Mezhdurechensk,RU,2022-11-10 03:41:23,53.6942,88.0603,29.53,72,100,6.26
220,Santa Maria,BR,2022-11-10 03:41:23,-29.6842,-53.8069,61.9,77,0,12.66
221,Lukulu,ZM,2022-11-10 03:41:23,-14.3707,23.242,64.78,94,100,4.52
222,Kavieng,PG,2022-11-10 03:41:24,-2.5744,150.7967,84.81,68,66,5.5
223,Gornyy,RU,2022-11-10 03:41:24,55.1153,83.9059,26.73,91,100,14.18
224,Kruisfontein,ZA,2022-11-10 03:41:24,-34.0033,24.7314,55.89,77,94,6.06
225,Paragould,US,2022-11-10 03:42:25,36.0584,-90.4973,66.85,75,5,8.37
226,Barra Do Bugres,BR,2022-11-10 03:42:25,-15.0725,-57.1811,76.17,42,3,4.34
227,Tuatapere,NZ,2022-11-10 03:42:25,-46.1333,167.6833,65.84,43,0,7.54
228,Nabire,ID,2022-11-10 03:42:25,-3.3667,135.4833,88.18,62,100,5.55
229,Roebourne,AU,2022-11-10 03:42:26,-20.7833,117.1333,87.01,27,0,18.16
230,Huarmey,PE,2022-11-10 03:42:26,-10.0681,-78.1522,63.12,88,18,6.62
231,Graaff-Reinet,ZA,2022-11-10 03:42:26,-32.2522,24.5308,54.91,80,81,4.81
232,Grindavik,IS,2022-11-10 03:42:26,63.8424,-22.4338,39.67,93,75,11.5
233,Umm Lajj,SA,2022-11-10 03:42:27,25.0213,37.2685,72.07,60,0,9.13
234,Kerrobert,CA,2022-11-10 03:42:27,51.9168,-109.1348,-11.15,100,27,4.29
235,College,US,2022-11-10 03:38:41,64.8569,-147.8028,16.12,89,75,0.0
236,Barguzin,RU,2022-11-10 03:42:27,53.6167,109.6167,24.46,71,39,1.57
237,Inta,RU,2022-11-10 03:42:27,66.0317,60.1659,22.5,91,100,1.48
238,Sao Filipe,CV,2022-11-10 03:42:28,14.8961,-24.4956,77.45,66,100,9.31
239,Kyaikkami,MM,2022-11-10 03:42:28,16.08,97.5675,82.09,64,63,8.55
240,Traverse City,US,2022-11-10 03:39:25,44.7631,-85.6206,62.8,68,75,6.91
241,Novobirilyussy,RU,2022-11-10 03:42:28,56.9514,90.6661,26.82,81,100,10.51
242,Buchanan,LR,2022-11-10 03:42:28,5.8808,-10.0467,75.92,89,17,5.75
243,Procida,IT,2022-11-10 03:42:29,40.7569,14.0144,62.6,90,100,1.01
244,Ketchikan,US,2022-11-10 03:42:29,55.3422,-131.6461,30.0,53,97,4.29
245,Inhambane,MZ,2022-11-10 03:42:29,-23.865,35.3833,76.32,89,18,4.79
246,Tarbagatay,RU,2022-11-10 03:42:29,51.4803,107.3602,22.53,54,100,5.48
247,Gweta,BW,2022-11-10 03:42:30,-20.1833,25.2333,76.17,52,30,7.11
248,Broken Hill,AU,2022-11-10 03:42:30,-31.95,141.4333,78.1,46,94,26.73
249,Ambulu,ID,2022-11-10 03:42:30,-8.345,113.6058,86.56,64,85,5.12
250,Meadow Lake,US,2022-11-10 03:42:30,34.8014,-106.5436,55.85,30,0,11.45
