City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
217,Mae Hong Son,TH,19.3003,97.9685,64.81,79,35,2.06,scattered clouds
218,Vostok,RU,46.4856,135.8833,37.96,97,100,8.88,moderate rain
219,Faya,SA,18.3851,42.4509,60.91,60,0,2.64,clear sky
220,Provideniya,RU,64.3833,-173.3,13.41,73,1,6.87,clear sky
221,Livramento,BR,-3.0254,-60.1803,92.08,49,75,6.91,broken clouds
222,Turochak,RU,52.2576,87.1224,27.1,90,100,1.14,overcast clouds
223,Narsaq,GL,60.9167,-46.05,25.02,96,100,3.31,light snow
224,Soyo,AO,-6.1349,12.3689,77.67,79,66,7.87,broken clouds
225,Deputatskiy,RU,69.3,139.9,-15.88,97,95,3.04,overcast clouds
226,Lyubech,UA,51.7026,30.6569,43.88,90,100,6.82,overcast clouds
227,Aklavik,CA,68.2191,-135.0107,7.88,96,15,4.07,few clouds
228,Jieshi,CN,22.8134,115.8257,72.39,89,48,10.76,scattered clouds
229,Marienburg,PL,54.0359,19.0266,52.88,93,100,9.46,overcast clouds
230,Belaya Gora,RU,68.5333,146.4167,-28.8,100,88,1.61,overcast clouds
231,Madang,PG,-5.2246,145.7966,75.15,93,100,5.57,overcast clouds
232,Komsomolskiy,UZ,40.4272,71.7189,38.12,81,100,2.3,mist
233,Pampa,US,35.5362,-100.9599,37.44,41,75,19.57,broken clouds
234,Talara,PE,-4.5772,-81.2719,74.16,64,0,17.27,clear sky
235,Nouadhibou,MR,20.931,-17.0347,69.78,94,2,11.5,clear sky
236,Khatanga,RU,71.9667,102.5,-27.27,99,88,8.61,overcast clouds
237,Camopi,GF,3.1655,-52.3158,83.19,75,86,4.45,light rain
238,Singarayakonda,IN,15.25,80.0333,77.5,84,100,13.58,moderate rain
239,Tiksi,RU,71.6872,128.8694,-9.96,99,96,5.5,overcast clouds
240,Igrim,RU,63.1906,64.4162,25.93,97,100,6.06,light snow
241,New Smyrna Beach,US,29.0258,-80.927,86.02,58,75,12.66,broken clouds
242,Del Rio,US,29.3627,-100.8968,66.31,71,100,20.71,overcast clouds
243,Eydhafushi,MV,5.1033,73.0708,80.53,73,100,2.13,overcast clouds
244,Xudat,AZ,41.631,48.681,51.33,80,100,4.56,overcast clouds
245,Korsakov,RU,46.6328,142.7813,31.84,84,100,23.51,snow
246,Kholbon,RU,51.8833,116.25,15.42,83,11,4.5,few clouds
247,Piacabucu,BR,-10.4056,-36.4344,81.39,72,68,9.53,broken clouds
248,Ahipara,NZ,-35.1667,173.1667,61.65,89,26,7.47,scattered clouds
249,Beringovskiy,RU,63.05,179.3167,10.24,83,55,9.22,broken clouds
250,Mozarlandia,BR,-14.7447,-50.5706,94.86,32,93,7.87,overcast clouds
251,Belogorsk,RU,50.9158,128.4611,15.64,97,89,6.69,overcast clouds
252,Taltal,CL,-25.4,-70.4833,64.65,65,99,4.88,overcast clouds
253,Antigonish,CA,45.6169,-61.9986,53.15,82,100,1.01,overcast clouds
254,Najran,SA,17.4924,44.1277,68.65,28,0,2.91,clear sky
255,Clyde River,CA,70.4692,-68.5914,-10.97,77,0,6.91,clear sky
256,Raga,SS,8.4596,25.678,77.0,29,98,2.91,overcast clouds
257,Yermakovskoye,RU,53.2831,92.4003,26.31,81,100,3.18,overcast clouds
258,Erzin,TR,36.9559,36.2,62.76,52,0,6.71,clear sky
259,Itarema,BR,-2.9248,-39.9167,83.53,64,100,18.34,overcast clouds
260,Inhambane,MZ,-23.865,35.3833,76.26,85,3,6.6,clear sky
261,Armash,AM,39.7653,44.809,45.66,82,20,1.63,few clouds
262,Verkhnevilyuysk,RU,63.4453,120.3167,-8.91,97,99,5.53,overcast clouds
263,Sonoita,MX,31.85,-112.8333,64.99,21,100,5.68,overcast clouds
264,Talnakh,RU,69.4865,88.3972,-8.52,93,77,4.59,broken clouds
265,Viedma,AR,-40.8135,-62.9967,69.13,45,100,12.3,moderate rain
266,Kavieng,PG,-2.5744,150.7967,82.38,77,100,7.49,light rain
267,Longyearbyen,SJ,78.2186,15.6401,22.84,68,0,6.91,clear sky
268,Naze,JP,28.3667,129.4833,72.52,91,100,16.06,light rain
269,Bonavista,CA,48.6499,-53.1147,35.47,69,100,15.97,overcast clouds
270,Souillac,MU,-20.5167,57.5167,73.78,78,40,3.44,scattered clouds
271,Ivankiv,UA,50.9386,29.8943,43.23,92,90,5.97,overcast clouds
272,Tabou,CI,4.423,-7.3528,77.45,87,85,7.07,overcast clouds
273,Atar,MR,20.5169,-13.0499,81.27,12,100,5.32,overcast clouds
274,Baijiantan,CN,45.6333,85.1833,37.65,58,100,1.83,overcast clouds
275,Aden,YE,12.7794,45.0367,79.41,75,6,13.69,clear sky
276,Lompoc,US,34.6391,-120.4579,69.69,44,0,9.22,clear sky
277,Mehamn,NO,71.0357,27.8492,35.51,93,40,2.3,light rain
278,Portland,US,45.5234,-122.6762,48.61,63,75,13.8,broken clouds
279,Flin Flon,CA,54.7682,-101.865,12.04,85,100,6.91,light snow
280,Zhangjiakou,CN,40.81,114.8794,40.17,73,100,13.24,overcast clouds
281,Tarakan,ID,3.3,117.6333,80.49,78,85,2.28,overcast clouds
282,Moissala,TD,8.3404,17.7663,81.88,34,79,4.25,broken clouds
283,Pimentel,PE,-6.8367,-79.9342,70.09,64,0,18.41,clear sky
284,Bubaque,GW,11.2833,-15.8333,83.46,56,100,6.91,overcast clouds
285,Christiana,ZA,-27.914,25.1611,66.74,74,70,14.47,broken clouds
286,Tazovskiy,RU,67.4667,78.7,-9.4,98,6,8.55,clear sky
287,Tornio,FI,65.8481,24.1466,42.82,81,0,21.39,clear sky
288,Leninskoye,KZ,41.7589,69.3864,38.44,62,21,2.77,few clouds
289,Karratha,AU,-20.7377,116.8463,72.81,41,5,10.78,clear sky
290,Sampit,ID,-2.5333,112.95,73.85,99,96,2.26,light rain
291,Aviles,ES,43.5547,-5.9248,60.17,81,0,0.0,clear sky
292,Juegang,CN,32.3174,121.1855,67.91,96,7,9.48,clear sky
293,Bambous Virieux,MU,-20.3428,57.7575,73.65,78,40,3.44,scattered clouds
294,Ancud,CL,-41.8697,-73.8203,53.1,90,100,2.06,overcast clouds
295,Gigmoto,PH,13.7796,124.39,80.02,87,91,5.1,overcast clouds
296,Igarka,RU,67.4667,86.5833,-9.65,98,87,7.7,overcast clouds
297,Carballo,ES,43.213,-8.691,60.87,84,0,3.4,clear sky
298,Show Low,US,34.2542,-110.0298,45.09,37,0,10.36,clear sky
299,Huron,US,41.1501,-82.5499,60.24,95,100,3.22,moderate rain
300,Mezen,RU,65.8522,44.24,34.47,97,100,12.08,overcast clouds
301,Fershampenuaz,RU,53.5202,59.8117,35.2,95,100,16.58,overcast clouds
302,Ewa Beach,US,21.3156,-158.0072,79.02,54,75,9.22,broken clouds
303,Ponta Delgada,PT,37.7333,-25.6667,61.52,63,20,5.75,few clouds
304,Sfantu Gheorghe,RO,45.8667,25.7833,44.92,91,50,1.9,scattered clouds
305,Pyatnitskoye,RU,50.4233,37.8273,43.38,84,98,5.37,overcast clouds
306,Grindavik,IS,63.8424,-22.4338,41.47,100,100,4.61,overcast clouds
307,Baherden,TM,38.4362,57.4316,49.86,43,12,7.54,few clouds
308,Lebu,CL,-37.6167,-73.65,59.94,70,30,17.6,scattered clouds
309,Khilok,RU,51.3674,110.4676,15.17,92,95,3.85,overcast clouds
310,Vanimo,PG,-2.6741,141.3028,77.09,87,100,3.87,overcast clouds
311,Tromso,NO,69.6496,18.957,35.62,93,75,5.75,light intensity shower rain
312,Aswan,EG,24.0934,32.907,74.5,40,0,6.91,clear sky
313,Gangtok,IN,27.3333,88.6167,48.88,80,67,3.8,broken clouds
314,Lorengau,PG,-2.0226,147.2712,80.28,80,92,4.99,overcast clouds
315,Dunmore Town,BS,25.5,-76.65,81.41,73,93,10.6,overcast clouds
316,Nishihara,JP,26.1842,127.7558,76.68,94,75,12.66,broken clouds
317,Novoagansk,RU,61.9449,76.6625,26.65,94,100,8.9,overcast clouds
318,Ulyanovka,RU,59.6394,30.7647,53.38,92,100,11.68,overcast clouds
319,Mercedes,AR,-34.6515,-59.4307,89.85,20,92,10.45,overcast clouds
320,Fukue,JP,32.6881,128.8419,69.8,77,0,10.29,clear sky
321,Namibe,AO,-15.1961,12.1522,66.88,75,70,12.59,broken clouds
322,Vrangel,RU,42.7297,133.0839,49.8,95,100,4.54,overcast clouds
323,Eureka,US,40.8021,-124.1637,59.25,75,26,8.01,scattered clouds
324,Manoel Urbano,BR,-8.8389,-69.2597,88.14,50,100,4.52,overcast clouds
325,Ust-Ishim,RU,57.6935,71.1665,32.58,98,100,8.81,light snow
326,Vardo,NO,70.3705,31.1107,39.18,87,75,10.36,light intensity drizzle
327,Acapulco,MX,16.8634,-99.8901,84.02,74,0,8.05,clear sky
328,San Carlos De Bariloche,AR,-41.1456,-71.3082,55.15,58,40,20.71,scattered clouds
329,Aksarka,RU,66.5606,67.7975,5.54,94,34,14.27,scattered clouds
330,Imeni Stepana Razina,RU,54.8932,44.2963,39.45,93,100,11.86,overcast clouds
331,Korablino,RU,53.9164,40.0133,41.76,94,99,10.54,overcast clouds
332,Abalak,RU,58.1286,68.5944,32.18,98,100,7.7,light snow
333,Novikovo,RU,51.1537,37.8879,42.64,86,100,6.98,overcast clouds
334,Cabedelo,BR,-6.9811,-34.8339,84.87,66,19,9.6,few clouds
335,Lafia,NG,8.4833,8.5167,82.72,53,87,4.29,overcast clouds
336,Alta Floresta,BR,-9.8756,-56.0861,91.22,49,20,6.91,few clouds
337,Andros,GR,37.8333,24.9333,62.73,69,96,10.0,overcast clouds
338,Roebourne,AU,-20.7833,117.1333,73.8,39,4,9.55,clear sky
339,Coro,VE,11.4045,-69.6734,82.92,77,100,8.41,overcast clouds
340,Mus,TR,39.0,41.75,42.33,70,8,3.71,clear sky
341,Petapa,GT,14.5028,-90.5517,78.15,56,40,9.22,scattered clouds
342,Hithadhoo,MV,-0.6,73.0833,80.85,79,100,13.82,overcast clouds
343,Tanggu,CN,39.0211,117.6469,57.16,94,100,7.2,overcast clouds
344,Bardiyah,LY,31.7561,25.0865,66.25,61,17,5.06,few clouds
345,Launceston,AU,-41.45,147.1667,55.8,85,100,10.36,overcast clouds
