City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
693,Gizo,SB,80.87,moderate rain,-8.103,156.8419,Imagination Island
697,Prado,BR,77.04,overcast clouds,-17.3411,-39.2208,INN CORNER RIVER - PRADO - BAHIA - HOUSING AND HOTEL
698,Zhuzhou,CN,71.73,few clouds,27.8333,113.15,Feifan Chengpin Hotel Shanmutang
701,Catuday,PH,79.3,clear sky,16.2923,119.8062,Benjie's Kubo & Cottages
704,Wajid,SO,78.49,broken clouds,3.8093,43.2471,xamdihotelresturant114
711,Kotar,IN,67.68,clear sky,24.7167,80.9833,Manmohan Tripathi
712,Dibulla,CO,81.23,moderate rain,11.2725,-73.3091,Hospedaje Dibulla Beach
715,Belmonte,BR,78.39,overcast clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
719,Arlit,NE,79.7,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
722,Kawalu,ID,71.87,overcast clouds,-7.3817,108.2082,West Jontor
723,Sarangani,PH,82.8,overcast clouds,5.4033,125.4636,JVL Inn and Cafeteria
724,Diamantino,BR,79.34,moderate rain,-14.4086,-56.4461,Hotel Delta
726,Grand-Lahou,CI,77.92,light rain,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
727,Morgan City,US,81.0,clear sky,29.6994,-91.2068,Hampton Inn & Suites Morgan City
